package_id,spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,cd17b8e8-9790-4117-a780-bb1365deff46,0deb624c-4ab3-4718-b28c-3a86fab93e6b,385a8abb-6167-4062-88c6-d7ffc22a5a39,External Static Pressure,,,,,"{"kind":"flat","type":"E.S.P.","unit":"IWC","value":"0.6","category":"Supply Fan Section"}",0.6,IWC,Supply Fan Section,E.S.P.
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,bbb3a99f-695e-4d21-a393-fcc1afe16520,0deb624c-4ab3-4718-b28c-3a86fab93e6b,436ebb8d-e96c-4b05-9e52-601fe0335dea,CFM,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"CFM","unit":"CFM","value":"3,625","category":"Exhaust Fan Section"}","3,625",CFM,Exhaust Fan Section,CFM
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,9f6b3c98-5381-4bf5-acc8-82ebb7cb3f0f,0deb624c-4ab3-4718-b28c-3a86fab93e6b,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Capacity","unit":"MBH","value":"70.1","category":"Modulating Hot Gas Reheat"}",70.1,MBH,Modulating Hot Gas Reheat,Capacity
ec62e3a3-2a5b-4074-8759-fad67b00bbeb,167cda58-f553-46c7-ba27-47f7a580837a,0deb624c-4ab3-4718-b28c-3a86fab93e6b,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,fe46f69d-dd77-9a0f-5dc4-1ce604c97ea9,Pound,"{"kind":"flat","type":"Total Weight (Equipment + Curb)","unit":"LBS","value":"3,080","category":null}","3,080",LBS,,Total Weight (Equipment + Curb)
69ca29eb-6f52-47b0-a984-e573ccb6d86f,2fc097f7-fda0-4d8f-b16f-0f50876a1f27,953c6e1d-9f84-467d-9279-971d5d26f1d9,,,,,,,"{"kind":"flat","type":"Location / Service","unit":null,"value":"PHARMACY","category":null}",PHARMACY,,,Location / Service
69ca29eb-6f52-47b0-a984-e573ccb6d86f,71da1c94-a79c-467f-967f-714aa48f65cc,953c6e1d-9f84-467d-9279-971d5d26f1d9,,,,,,,"{"kind":"flat","type":"MCA","unit":null,"value":"37.8","category":"Electrical Requirements"}",37.8,,Electrical Requirements,MCA
69ca29eb-6f52-47b0-a984-e573ccb6d86f,5bad5815-3a5f-4df7-bbf0-ec712fee6c1d,953c6e1d-9f84-467d-9279-971d5d26f1d9,,,,,,,"{"kind":"flat","type":"MOCP","unit":null,"value":"50","category":"Electrical Requirements"}",50,,Electrical Requirements,MOCP
69ca29eb-6f52-47b0-a984-e573ccb6d86f,ae45885e-b078-4593-81f2-0cf2025024bc,953c6e1d-9f84-467d-9279-971d5d26f1d9,,,,,,,"{"kind":"flat","type":"Remarks","unit":null,"value":"1,2,3","category":null}","1,2,3",,,Remarks
69ca29eb-6f52-47b0-a984-e573ccb6d86f,eb1183d6-dbbb-4a27-900b-350f40667f03,953c6e1d-9f84-467d-9279-971d5d26f1d9,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,,,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"CONDAIR","category":null}",CONDAIR,,,Manufacturer
69ca29eb-6f52-47b0-a984-e573ccb6d86f,1a6555b5-aac7-4f29-ab2a-3c2dfefd7acf,953c6e1d-9f84-467d-9279-971d5d26f1d9,,,,,,,"{"kind":"flat","type":"Model #","unit":null,"value":"DA-2400","category":null}",DA-2400,,,Model #
69ca29eb-6f52-47b0-a984-e573ccb6d86f,b8080131-fb70-4085-b90c-d0c9331fe990,953c6e1d-9f84-467d-9279-971d5d26f1d9,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Air Flow","unit":"CFM","value":"1,740","category":null}","1,740",CFM,,Air Flow
69ca29eb-6f52-47b0-a984-e573ccb6d86f,b2c46237-f585-4989-840f-a98848f84af4,953c6e1d-9f84-467d-9279-971d5d26f1d9,c9b022a9-4a35-42d3-8b8f-39129d8922e6,Moisture Removal Capacity,,,,,"{"kind":"flat","type":"Drying Capacity","unit":"LBS/RH","value":"25","category":null}",25,LBS/RH,,Drying Capacity
69ca29eb-6f52-47b0-a984-e573ccb6d86f,d4bcc65d-1b8f-4498-8d81-1185f8e49c26,953c6e1d-9f84-467d-9279-971d5d26f1d9,5869aba7-ed8b-4fb0-a830-8f68c613d30e,Current Draw,,,,,"{"kind":"flat","type":"FLA","unit":null,"value":"-","category":"Electrical Requirements"}",-,,Electrical Requirements,FLA
69ca29eb-6f52-47b0-a984-e573ccb6d86f,50639928-e923-4e6d-87e1-21948ac28cee,953c6e1d-9f84-467d-9279-971d5d26f1d9,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,1385179c-3960-925e-1168-57acc1c87378,Volt,"{"kind":"flat","type":"Voltage","unit":"V","value":"480","category":"Electrical Requirements"}",480,V,Electrical Requirements,Voltage
69ca29eb-6f52-47b0-a984-e573ccb6d86f,09a154d6-912a-4ece-a861-e3e9c701fd70,953c6e1d-9f84-467d-9279-971d5d26f1d9,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,48448411-f919-5e27-f453-70f4ef41c6be,pH,"{"kind":"flat","type":"Phase","unit":"PH","value":"3","category":"Electrical Requirements"}",3,PH,Electrical Requirements,Phase
69ca29eb-6f52-47b0-a984-e573ccb6d86f,e69f7d06-9b2a-4bd5-b857-4be177699188,953c6e1d-9f84-467d-9279-971d5d26f1d9,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,fe46f69d-dd77-9a0f-5dc4-1ce604c97ea9,Pound,"{"kind":"flat","type":"Weight","unit":"LBS","value":"500","category":null}",500,LBS,,Weight
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,2bf0dff1-ef10-42bb-806d-bed8c21ed587,aaad79af-09df-4dda-86b1-55c6b5be93ec,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,,,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"GREENHECK","category":null}",GREENHECK,,,Manufacturer
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,98905be9-9405-4941-8ca9-c1e33a0ee054,aaad79af-09df-4dda-86b1-55c6b5be93ec,,,,,,,"{"kind":"flat","type":"Model #","unit":null,"value":"G-099-VG","category":null}",G-099-VG,,,Model #
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,353fef85-f3c1-4824-b202-3965b0cb8cc2,aaad79af-09df-4dda-86b1-55c6b5be93ec,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Airflow","unit":"CFM","value":"300","category":null}",300,CFM,,Airflow
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,fe61d561-1fd5-4c80-b193-cad8f462e398,aaad79af-09df-4dda-86b1-55c6b5be93ec,137a3897-e753-49fa-93ec-c79a7797249b,Static Pressure,,,,,"{"kind":"flat","type":"ESP","unit":"IWC","value":"0.35","category":null}",0.35,IWC,,ESP
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,6d92548c-a298-4e08-b769-1a78ccc62db0,aaad79af-09df-4dda-86b1-55c6b5be93ec,a9db1636-760c-4cbe-9af6-8dbc455a98bd,Speed,,,d28ed2e4-e9d5-c574-3acf-378597aac527,Refreshes per Minute,"{"kind":"flat","type":"RPM","unit":"RPM","value":"938","category":null}",938,RPM,,RPM
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,deca3ae3-1154-46ec-8709-72b4309e9de2,aaad79af-09df-4dda-86b1-55c6b5be93ec,84a460a0-f9b3-4b84-b603-9c7c7f1578c9,Drive Type,,,,,"{"kind":"flat","type":"Drive Type","unit":null,"value":"DIRECT-ECM","category":null}",DIRECT-ECM,,,Drive Type
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,dc0e0484-79ff-4525-a823-5cc4f67997f0,aaad79af-09df-4dda-86b1-55c6b5be93ec,7e98a04a-47ea-4c07-811b-f7589ddac738,Motor HP,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"HP","unit":"HP","value":"1/4","category":"Fan Motor"}",1/4,HP,Fan Motor,HP
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,f839daed-a1b9-408c-97f2-8421de981e08,aaad79af-09df-4dda-86b1-55c6b5be93ec,,,,,ab4c65f8-35eb-4515-8e25-a11162dea7cc,Watts,"{"kind":"flat","type":"Watts","unit":"Watts","value":null,"category":"Fan Motor"}",,Watts,Fan Motor,Watts
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,6dab4afb-28a9-4a79-9e9f-a7cb2b05b05c,aaad79af-09df-4dda-86b1-55c6b5be93ec,42bb4d2c-4d43-4e3e-b14c-96d2b0a5b52b,Volts / PH / Hz,,,,,"{"kind":"flat","type":"Voltage/Phase","unit":"V/Ph","value":"120 / 1","category":"Fan Motor"}",120 / 1,V/Ph,Fan Motor,Voltage/Phase
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,e9501752-35f1-4094-909e-e09b55caea6e,aaad79af-09df-4dda-86b1-55c6b5be93ec,3cc1ecae-0077-46cc-b680-adad70d227c1,Sound Level,,,025e6b32-84d1-89e3-5efe-7b1b45c3915d,Noise Criteria,"{"kind":"flat","type":"Max Sones","unit":"NC","value":"5.0","category":null}",5.0,NC,,Max Sones
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,103928c1-580b-4725-a5e9-3a5a2e0bcbf5,aaad79af-09df-4dda-86b1-55c6b5be93ec,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,fe46f69d-dd77-9a0f-5dc4-1ce604c97ea9,Pound,"{"kind":"flat","type":"Weight","unit":"LBS","value":"50","category":null}",50,LBS,,Weight
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,7435c951-8cab-4c72-bc30-2a5f6d446079,aaad79af-09df-4dda-86b1-55c6b5be93ec,,,,,,,"{"kind":"flat","type":"Service","unit":null,"value":"REMOTE RESTROOMS","category":null}",REMOTE RESTROOMS,,,Service
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,c56448df-a04f-4641-90b0-aa54f5eaca18,aaad79af-09df-4dda-86b1-55c6b5be93ec,,,,,,,"{"kind":"flat","type":"BMS Controller","unit":null,"value":"NO","category":null}",NO,,,BMS Controller
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,8d469ce6-a5a6-44db-b2b9-fa055d9cdf30,aaad79af-09df-4dda-86b1-55c6b5be93ec,1ff1673c-6c97-4427-918e-4ac97b340653,Control Features,,,,,"{"kind":"flat","type":"Controls","unit":null,"value":"C4","category":null}",C4,,,Controls
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,fd4653b4-9577-4642-b853-54d8d09cf7ed,aaad79af-09df-4dda-86b1-55c6b5be93ec,,,,,,,"{"kind":"flat","type":"Remarks","unit":null,"value":"1,2,7","category":null}","1,2,7",,,Remarks
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,74d1838a-d74e-48ce-93d8-975e92f9fb4e,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,,,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"GREENHECK","category":null}",GREENHECK,,,Manufacturer
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,39e6d27e-afc9-4d2d-9238-91175ff5adc8,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,,,,,,,"{"kind":"flat","type":"Model #","unit":null,"value":"SP-A190","category":null}",SP-A190,,,Model #
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,10d66013-910b-4026-8df0-d08df2265ddf,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Airflow","unit":"CFM","value":"120","category":null}",120,CFM,,Airflow
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,8b1fa2b5-8555-4d6b-8dab-dba1331193e0,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,137a3897-e753-49fa-93ec-c79a7797249b,Static Pressure,,,,,"{"kind":"flat","type":"ESP","unit":"IWC","value":"0.25","category":null}",0.25,IWC,,ESP
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,55b50418-0811-44c8-8eb1-664f57be98b5,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,a9db1636-760c-4cbe-9af6-8dbc455a98bd,Speed,,,d28ed2e4-e9d5-c574-3acf-378597aac527,Refreshes per Minute,"{"kind":"flat","type":"RPM","unit":"RPM","value":"1128","category":null}",1128,RPM,,RPM
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,17c7e2e6-ac04-4bc2-8e4d-d8270c61809f,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,84a460a0-f9b3-4b84-b603-9c7c7f1578c9,Drive Type,,,,,"{"kind":"flat","type":"Drive Type","unit":null,"value":"DIRECT","category":null}",DIRECT,,,Drive Type
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,401a121e-c085-462e-a777-19765920d3d6,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,7e98a04a-47ea-4c07-811b-f7589ddac738,Motor HP,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"HP","unit":"HP","value":null,"category":"Fan Motor"}",,HP,Fan Motor,HP
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,5abbafb7-8d55-408d-91c2-18d94035721e,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,,,,,ab4c65f8-35eb-4515-8e25-a11162dea7cc,Watts,"{"kind":"flat","type":"Watts","unit":"Watts","value":"23","category":"Fan Motor"}",23,Watts,Fan Motor,Watts
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,83899c46-d3f0-4c90-8c56-1dda9aa6d92d,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,42bb4d2c-4d43-4e3e-b14c-96d2b0a5b52b,Volts / PH / Hz,,,,,"{"kind":"flat","type":"Voltage/Phase","unit":"V/Ph","value":"120/1","category":"Fan Motor"}",120/1,V/Ph,Fan Motor,Voltage/Phase
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,d929b36a-0b31-4393-81dc-bb227699b5f3,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,3cc1ecae-0077-46cc-b680-adad70d227c1,Sound Level,,,025e6b32-84d1-89e3-5efe-7b1b45c3915d,Noise Criteria,"{"kind":"flat","type":"Max Sones","unit":"NC","value":"1.0","category":null}",1.0,NC,,Max Sones
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,829fcb92-4a26-4af0-a5ed-1a80b974f079,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,fe46f69d-dd77-9a0f-5dc4-1ce604c97ea9,Pound,"{"kind":"flat","type":"Weight","unit":"LBS","value":"21","category":null}",21,LBS,,Weight
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,0b3bca84-f0e2-48ad-92b2-252dbac54782,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,,,,,,,"{"kind":"flat","type":"Service","unit":null,"value":"SINGLE TOILET RM","category":null}",SINGLE TOILET RM,,,Service
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,cefccd8f-4bb3-4ad5-8e8a-417051e08a67,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,,,,,,,"{"kind":"flat","type":"BMS Controller","unit":null,"value":"NO","category":null}",NO,,,BMS Controller
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,f4a042bc-5342-472c-990c-66497f67c50a,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,1ff1673c-6c97-4427-918e-4ac97b340653,Control Features,,,,,"{"kind":"flat","type":"Controls","unit":null,"value":"C4","category":null}",C4,,,Controls
4dc7d72e-a6ee-470b-9592-92fe7b71c2d4,3fe6ff6e-1f7f-453c-a41f-a3375053fb46,0da18624-f1b2-4b16-8d9a-5c40f7cfb53e,,,,,,,"{"kind":"flat","type":"Remarks","unit":null,"value":"1,2,6","category":null}","1,2,6",,,Remarks
bfda9c88-5997-4166-b944-c68340155640,a19b8621-f7eb-4002-b937-2bb086913f71,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"HSPF2","unit":null,"value":"-","category":"MIN AHRI HEATING η (EFF)"}",-,,MIN AHRI HEATING η (EFF),HSPF2
bfda9c88-5997-4166-b944-c68340155640,037e95b3-d4f5-4a01-83f8-c7860334f5d7,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"AIC SCCR RATING","unit":null,"value":"10K","category":"Electrical Requirements"}",10K,,Electrical Requirements,AIC SCCR RATING
bfda9c88-5997-4166-b944-c68340155640,d0f2e9ec-dc7e-459e-b6bc-7da2fa901b33,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"OSA","unit":"CFM","value":"SEE PLAN","category":"Evaporator Fan Capacities"}",SEE PLAN,CFM,Evaporator Fan Capacities,OSA
bfda9c88-5997-4166-b944-c68340155640,68fd6df9-ce1b-47da-b997-83982a8c4123,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"DIRTY FILTER","unit":"IWC","value":"0.35","category":"Evaporator Fan Capacities"}",0.35,IWC,Evaporator Fan Capacities,DIRTY FILTER
bfda9c88-5997-4166-b944-c68340155640,f8b2f8e6-ed82-4df3-987a-0c62832b9fd9,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"FAN","unit":"HP","value":"2.0","category":"Evaporator Fan Capacities"}",2.0,HP,Evaporator Fan Capacities,FAN
bfda9c88-5997-4166-b944-c68340155640,467aa1cb-7b94-4df7-bae0-62a381ce9534,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"COP @ 17","unit":null,"value":"2.5","category":"MIN AHRI HEATING η (EFF)"}",2.5,,MIN AHRI HEATING η (EFF),COP @ 17
bfda9c88-5997-4166-b944-c68340155640,e44932c7-ee0c-49f1-a4b5-f7c5cb0f5be1,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"DCV OSA MIN CFM SETPOINT","unit":null,"value":"10% OF TOTAL AIRFLOW","category":"Demand Control Ventilation [DCV]"}",10% OF TOTAL AIRFLOW,,Demand Control Ventilation [DCV],DCV OSA MIN CFM SETPOINT
bfda9c88-5997-4166-b944-c68340155640,7742cecb-75a9-456c-ae6f-5c5414cf20b7,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"DCV OSA MAX CFM SETPOINT","unit":null,"value":"SEE PLANS","category":"Demand Control Ventilation [DCV]"}",SEE PLANS,,Demand Control Ventilation [DCV],DCV OSA MAX CFM SETPOINT
bfda9c88-5997-4166-b944-c68340155640,3d09d86e-8e0b-400b-a0a2-5f0cdd8e6db5,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,9b4bcff0-c98a-4b1a-9716-ca97df2009c5,inch,"{"kind":"flat","type":"Height W/O Curb","unit":"IN","value":"44","category":null}",44,IN,,Height W/O Curb
bfda9c88-5997-4166-b944-c68340155640,5eb706a9-a61d-4435-962b-e4ff7f1233dd,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"FAN","unit":"CFM","value":"1950","category":"Power Exhaust"}",1950,CFM,Power Exhaust,FAN
bfda9c88-5997-4166-b944-c68340155640,031d5e77-6eb1-4aa8-af3d-f8df5d5e80a3,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"TOTAL ESP","unit":"IWC","value":"0.3","category":"Power Exhaust"}",0.3,IWC,Power Exhaust,TOTAL ESP
bfda9c88-5997-4166-b944-c68340155640,ff51e5aa-86f4-48b8-aab3-37f895054e6c,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,70284fc6-f347-49e1-b657-567b4a3bb6a9,Horsepower,"{"kind":"flat","type":"FAN","unit":"HP","value":"1.0","category":"Power Exhaust"}",1.0,HP,Power Exhaust,FAN
bfda9c88-5997-4166-b944-c68340155640,d289faf2-0fcd-4fc2-97fd-a13db5b54889,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"Entering Air DB","unit":"F","value":"78.0","category":"Cooling Capacities [MBH] 110F"}",78.0,F,Cooling Capacities [MBH] 110F,Entering Air DB
bfda9c88-5997-4166-b944-c68340155640,c6040d00-e65d-4d1b-8679-780741814632,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"Entering Air WB","unit":"F","value":"65.0","category":"Cooling Capacities [MBH] 110F"}",65.0,F,Cooling Capacities [MBH] 110F,Entering Air WB
bfda9c88-5997-4166-b944-c68340155640,a51ef400-cd5e-473a-aee2-8536329a8188,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"Ambient DB","unit":"F","value":"110","category":"Cooling Capacities [MBH] 110F"}",110,F,Cooling Capacities [MBH] 110F,Ambient DB
bfda9c88-5997-4166-b944-c68340155640,0f11ce2f-eb2b-4f08-b014-fa75a1924cb2,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Sensible Capacity (SMBH)","unit":"MBH","value":"49.1","category":"Cooling Capacities [MBH] 110F"}",49.1,MBH,Cooling Capacities [MBH] 110F,Sensible Capacity (SMBH)
bfda9c88-5997-4166-b944-c68340155640,5222b6c5-bfad-48d3-af39-e39243f8bd19,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"Leaving Air DB","unit":"F","value":"53.6","category":"Cooling Capacities [MBH] 110F"}",53.6,F,Cooling Capacities [MBH] 110F,Leaving Air DB
bfda9c88-5997-4166-b944-c68340155640,0e50478d-af21-4525-b61d-15daf5ed8c1c,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"Leaving Air WB","unit":"F","value":"53.3","category":"Cooling Capacities [MBH] 110F"}",53.3,F,Cooling Capacities [MBH] 110F,Leaving Air WB
bfda9c88-5997-4166-b944-c68340155640,a69a517e-f76b-4327-bd6c-5315e76fc220,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"Leaving Air DB","unit":"F","value":"75(ADJST)","category":"Modulating Hot Gas Reheat"}",75(ADJST),F,Modulating Hot Gas Reheat,Leaving Air DB
bfda9c88-5997-4166-b944-c68340155640,1ded3c3e-9b70-4ea5-a26f-69d200dd08e0,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"Leaving Air WB","unit":"F","value":"61.3","category":"Modulating Hot Gas Reheat"}",61.3,F,Modulating Hot Gas Reheat,Leaving Air WB
bfda9c88-5997-4166-b944-c68340155640,0cb8bfe1-bf9f-4c9a-b9c5-cce72af9de46,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"Leaving Air Dewpoint","unit":"F","value":"53.1","category":"Modulating Hot Gas Reheat"}",53.1,F,Modulating Hot Gas Reheat,Leaving Air Dewpoint
bfda9c88-5997-4166-b944-c68340155640,eda84aab-d5c7-46de-81e9-714aed9135a6,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"Leaving Air Humidity Ratio","unit":"GR/Lbm","value":"62.3","category":"Modulating Hot Gas Reheat"}",62.3,GR/Lbm,Modulating Hot Gas Reheat,Leaving Air Humidity Ratio
bfda9c88-5997-4166-b944-c68340155640,850de9b8-03cf-4122-9510-a22a1fe02e58,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,17e6165b-0efd-864a-8630-64a405d2dbc0,Percent Relative Humidity,"{"kind":"flat","type":"Leaving Air RH","unit":"%RH","value":"46.5","category":"Modulating Hot Gas Reheat"}",46.5,%RH,Modulating Hot Gas Reheat,Leaving Air RH
bfda9c88-5997-4166-b944-c68340155640,9938fb5d-2c21-4021-92d2-e3c690898776,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"Entering Air Ambient DB","unit":"F","value":"65.0","category":"Modulating Hot Gas Reheat"}",65.0,F,Modulating Hot Gas Reheat,Entering Air Ambient DB
bfda9c88-5997-4166-b944-c68340155640,4344a3cb-692f-4ce4-8a17-4b9495556823,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"Outdoor Ambient DB","unit":"F","value":"30.0","category":"Modulating Hot Gas Reheat"}",30.0,F,Modulating Hot Gas Reheat,Outdoor Ambient DB
bfda9c88-5997-4166-b944-c68340155640,a3bbddb7-e543-41da-bd27-73ad14489632,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Heating Capacity (Heat Pump + Aux Elec)","unit":"MBH","value":"84.6","category":"Heating Capacities [MBH] 30°F"}",84.6,MBH,Heating Capacities [MBH] 30°F,Total Heating Capacity (Heat Pump + Aux Elec)
bfda9c88-5997-4166-b944-c68340155640,0410625e-2ffe-4210-9d25-1a6145aa2591,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"Service Area","unit":null,"value":"OFFICE","category":null}",OFFICE,,,Service Area
bfda9c88-5997-4166-b944-c68340155640,8ea57403-c359-4c0c-816d-ffc0a6772f9a,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"Provide Controller","unit":null,"value":"YES","category":"Demand Control Ventilation [DCV]"}",YES,,Demand Control Ventilation [DCV],Provide Controller
bfda9c88-5997-4166-b944-c68340155640,b0be3229-5701-4be5-a0c9-5832f98709e9,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,fe46f69d-dd77-9a0f-5dc4-1ce604c97ea9,Pound,"{"kind":"flat","type":"Total Weight (Equipment + Curb)","unit":"LBS","value":"1595","category":null}",1595,LBS,,Total Weight (Equipment + Curb)
bfda9c88-5997-4166-b944-c68340155640,fa109663-869e-4aab-b658-171bd730bb0d,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,,,,,,,"{"kind":"flat","type":"Accessories/Options","unit":null,"value":"1,2,3,4","category":null}","1,2,3,4",,,Accessories/Options
bfda9c88-5997-4166-b944-c68340155640,054104f7-7a51-4c6a-a411-76462089f448,a9feedf6-4b30-42d0-b8c8-a8e06f49fa40,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,,,,,"{"kind":"flat","type":"Manufacturer","unit":null,"value":"AAON","category":null}",AAON,,,Manufacturer
